parcelid xcoord_p ycoord_p sqft_p taz_p lutype_p hh_p stugrd_p stuhgh_p stuuni_p empedu_p empfoo_p empgov_p empind_p empmed_p empofc_p empret_p empsvc_p empoth_p emptot_p parkdy_p parkhr_p ppricdyp pprichrp hh_1 stugrd_1 stuhgh_1 stuuni_1 empedu_1 empfoo_1 empgov_1 empind_1 empmed_1 empofc_1 empret_1 empsvc_1 empoth_1 emptot_1 parkdy_1 parkhr_1 ppricdy1 pprichr1 nodes1_1 nodes3_1 nodes4_1 tstops_1 nparks_1 aparks_1 hh_2 stugrd_2 stuhgh_2 stuuni_2 empedu_2 empfoo_2 empgov_2 empind_2 empmed_2 empofc_2 empret_2 empsvc_2 empoth_2 emptot_2 parkdy_2 parkhr_2 ppricdy2 pprichr2 nodes1_2 nodes3_2 nodes4_2 tstops_2 nparks_2 aparks_2 dist_lbus dist_ebus dist_crt dist_fry dist_lrt dist_park
38 2210930 275813 650120 375 7 0.00 0.00 0.00 0.00 0.00 18.00 0.00 0.00 43.00 50.00 17.00 13.00 0.00 141.00 0.00 0.00 0.00 0.00 335.82 3.67 0.39 0.00 1.17 102.07 0.91 5.75 88.64 84.50 50.64 45.67 14.79 394.13 0.00 0.00 0.00 0.00 3.68 16.80 2.16 3.46 75.13 34953 1080.52 78.93 7.81 0.00 20.36 286.45 11.85 65.86 206.03 226.60 174.48 96.98 38.91 1127.52 0.00 0.00 0.00 0.00 17.94 71.46 8.27 8.07 359.67 37255 0.20 999.00 999.00 999.00 999.00 0.02
39 2174070 256996 233827 256 2 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 49.00 0.00 0.00 0.00 53.00 0.00 0.00 0.00 0.00 497.15 154.07 8.61 63.99 46.55 578.54 168.28 1928.11 182.17 874.38 206.23 208.36 65.17 4257.79 1354.29 1310.24 788.17 254.31 1.69 23.29 23.64 35.65 1.66 17891 1751.55 463.06 245.55 1716.33 373.00 1780.11 896.06 4285.12 796.35 3939.05 657.40 761.79 260.68 13749.57 3821.51 3611.69 754.92 245.08 12.16 106.51 81.20 103.36 42.84 24682 0.01 999.00 999.00 999.00 999.00 0.49
40 2174097 255345 107484 270 2 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 334.35 90.48 94.75 11.57 32.78 200.79 33.05 1067.32 49.72 289.98 147.18 168.50 82.69 2072.00 171.49 160.55 749.75 240.73 3.95 26.81 25.36 22.16 3.49 18730 1142.34 435.07 626.09 759.33 270.63 1013.71 426.18 3111.07 385.17 2028.16 561.96 523.58 222.57 8543.01 1679.22 1572.13 755.54 241.28 12.66 99.59 68.01 75.54 57.29 25123 0.01 999.00 999.00 999.00 999.00 0.48
41 2174396 255213 108392 270 1 0.00 0.00 0.00 0.00 0.00 0.00 0.00 9.00 0.00 0.00 0.00 8.00 0.00 17.00 0.00 0.00 0.00 0.00 207.94 121.94 191.66 6.35 47.10 121.59 16.47 467.40 32.62 165.75 123.92 100.33 60.73 1135.91 81.20 70.73 661.40 226.84 2.97 26.40 21.76 15.57 5.24 20379 935.95 479.09 796.07 567.04 265.40 739.36 284.60 2285.20 280.89 1351.17 475.31 421.68 200.93 6304.53 1107.30 1020.83 741.34 236.42 11.97 94.72 60.19 62.24 61.96 25232 0.16 999.00 999.00 999.00 999.00 0.45
42 2172041 251391 196241 304 4 0.00 0.00 0.00 0.00 0.00 45.00 0.00 6.00 51.00 108.00 11.00 8.00 0.00 229.00 0.00 0.00 0.00 0.00 39.75 19.61 43.72 0.01 7.60 128.53 0.07 20.66 52.04 162.50 109.79 37.19 5.54 523.91 0.22 0.21 747.81 240.49 2.28 15.06 1.59 6.45 21.95 22781 233.15 224.80 451.93 27.89 91.92 241.91 18.90 285.48 83.29 429.99 430.75 142.23 53.39 1777.88 69.99 65.51 750.40 241.37 8.76 49.18 14.98 24.62 111.77 31819 0.16 999.00 999.00 999.00 999.00 0.03
43 2176613 258539 410710 263 1 0.00 0.00 0.00 0.00 4.00 0.00 0.00 115.00 0.00 237.00 0.00 0.00 0.00 356.00 0.00 0.00 0.00 0.00 274.71 83.96 12.68 3704.91 504.07 513.74 472.45 1737.68 242.21 1391.22 182.04 217.71 57.10 5318.22 1255.46 1134.28 791.77 226.18 2.90 31.43 24.77 40.74 4.47 19075 1503.87 464.70 341.19 9420.14 1360.12 1821.12 1421.51 4056.91 1529.11 5109.05 594.90 846.59 292.36 17031.65 4203.11 3898.69 787.04 236.83 14.99 111.44 95.06 116.77 57.42 24879 0.01 999.00 999.00 999.00 999.00 0.38
44 2176065 251534 421964 272 5 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.58 2.49 9.03 0.01 1.50 0.27 0.03 147.62 0.11 11.12 6.96 6.64 30.70 204.95 0.06 0.05 601.21 214.21 3.27 4.35 0.45 0.86 39.88 32256 113.46 106.64 254.46 16.95 51.13 32.39 9.14 325.20 11.51 103.42 71.82 43.20 61.56 709.35 30.53 27.40 711.80 227.78 7.45 22.28 7.41 9.12 104.90 31908 0.44 999.00 999.00 999.00 999.00 0.10
45 2174533 252989 136958 271 1 85.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 180.21 226.65 1092.21 1.30 171.67 40.37 3.03 116.21 15.28 148.78 80.79 44.19 29.80 650.12 15.15 12.25 605.37 214.33 2.37 25.97 14.12 11.70 30.50 23104 618.50 458.55 1277.41 259.29 272.74 366.48 122.54 1189.27 140.73 786.21 367.55 248.69 154.52 3648.72 463.46 419.94 729.17 229.06 12.05 83.01 42.78 43.56 110.18 27056 0.07 999.00 999.00 999.00 999.00 0.03
46 2173925 248561 163757 409 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 76.64 62.33 86.73 0.01 19.90 8.61 0.87 64.12 1.40 31.27 46.61 30.00 17.26 220.04 0.09 0.07 601.26 214.24 2.25 11.42 5.53 7.15 62.38 32516 455.16 433.94 622.28 20.64 150.38 99.96 17.66 402.50 33.89 218.89 286.03 131.29 68.74 1409.34 37.37 33.56 712.20 228.24 12.47 60.86 27.15 26.93 223.73 33870 0.06 999.00 999.00 999.00 999.00 0.05
47 2192119 269773 194632 344 3 3.00 0.00 0.00 0.00 0.00 0.00 0.00 12.00 0.00 0.00 0.00 0.00 0.00 12.00 0.00 0.00 0.00 0.00 264.95 3.61 0.00 0.00 0.88 10.59 1.37 91.57 8.62 14.75 52.82 41.50 55.23 277.33 0.00 0.00 0.00 0.00 1.85 20.27 20.60 11.86 61.74 27299 724.23 84.38 0.16 0.00 25.67 36.74 63.23 543.27 41.58 112.86 191.39 77.24 196.12 1288.10 0.00 0.00 0.00 0.00 8.39 73.94 42.06 30.83 322.10 36853 0.13 999.00 999.00 999.00 999.00 0.10
48 2192611 270906 578205 434 5 12.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 4.00 18.00 26.00 0.00 0.00 0.00 0.00 201.76 1.04 0.00 0.00 0.46 8.05 1.83 88.48 3.83 14.44 46.47 21.96 60.54 246.07 0.00 0.00 0.00 0.00 1.56 15.38 17.15 4.45 57.72 30126 618.32 46.88 0.09 0.00 15.95 35.77 72.99 565.92 30.48 116.32 184.11 66.92 195.07 1283.52 0.00 0.00 0.00 0.00 7.23 61.43 36.30 21.41 303.54 37391 0.34 999.00 999.00 999.00 999.00 0.14
49 2192893 270404 207067 434 4 8.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 0.00 7.00 0.00 0.00 0.00 0.00 256.03 1.68 0.00 0.00 0.49 9.77 1.16 70.85 5.31 11.06 40.59 28.57 49.77 217.57 0.00 0.00 0.00 0.00 1.46 16.92 19.90 6.72 69.21 31108 687.68 58.90 0.11 0.00 18.65 33.33 58.67 490.87 33.05 101.63 171.31 69.70 179.06 1156.27 0.00 0.00 0.00 0.00 7.59 65.29 39.05 25.19 321.16 38432 0.26 999.00 999.00 999.00 999.00 0.08
50 2178805 268065 90608 311 6 9.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 521.80 18.40 279.10 0.54 78.51 25.39 3.54 9.03 19.45 23.29 11.88 12.15 4.37 187.62 1.60 1.45 673.70 261.75 3.32 41.44 8.94 6.24 89.41 28826 1584.32 164.89 803.95 167.44 254.74 263.11 80.98 137.37 199.88 574.22 134.83 165.68 67.33 1878.15 208.51 193.56 758.05 258.30 15.84 123.01 34.50 22.83 355.53 34650 0.24 999.00 999.00 999.00 999.00 0.02
51 2178944 266550 96135 242 7 10.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 444.72 2.49 360.23 1.14 109.64 31.49 2.40 7.47 19.03 32.43 14.22 18.18 3.71 238.56 3.40 3.07 673.73 261.77 3.83 31.92 9.66 9.62 84.56 27826 1354.37 71.48 806.32 243.12 264.49 334.92 105.56 171.49 247.31 771.35 168.24 217.15 84.19 2364.70 301.57 279.99 758.65 258.28 13.75 108.94 34.05 26.35 315.41 33584 0.06 999.00 999.00 999.00 999.00 0.04
52 2178999 267559 69989 311 8 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 565.49 12.30 392.54 0.81 106.67 30.17 3.16 10.20 25.11 28.54 15.12 16.01 4.84 239.81 2.41 2.18 673.68 261.75 3.78 43.87 9.70 8.44 95.82 28481 1590.59 139.82 900.70 205.22 280.57 305.41 94.31 157.56 231.82 679.18 155.91 193.97 77.33 2176.06 254.98 236.72 758.32 258.29 15.80 124.01 36.20 25.38 357.19 34346 0.18 999.00 999.00 999.00 999.00 0.00
53 2179362 267618 105725 311 7 15.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 562.72 7.90 356.94 0.56 89.76 27.95 1.93 9.85 27.61 22.60 14.88 13.69 4.31 212.58 1.67 1.51 673.73 261.74 3.73 41.63 10.24 9.62 96.38 28415 1517.43 115.86 861.08 171.02 257.15 269.31 78.15 135.68 208.77 574.55 138.10 172.23 66.06 1899.99 212.96 197.69 758.09 258.30 15.16 117.40 33.76 24.94 350.44 34682 0.10 999.00 999.00 999.00 999.00 0.07
54 2179626 266629 133816 242 3 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 416.49 1.61 262.13 0.73 79.09 25.60 1.49 6.03 17.35 23.10 11.66 13.63 2.94 180.89 2.19 1.98 673.69 261.73 3.35 27.99 9.39 9.23 80.15 28579 1271.04 58.79 722.87 195.72 232.94 284.42 84.99 142.59 210.96 631.60 143.23 187.53 69.59 1987.85 243.28 225.85 758.26 258.29 13.05 100.71 30.72 25.15 305.08 34254 0.14 999.00 999.00 999.00 999.00 0.03
55 2181468 248880 169035 319 1 12.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 298.43 78.37 4.10 0.00 10.37 28.79 0.18 369.60 17.42 15.67 50.92 44.27 332.65 869.89 0.02 0.01 682.69 201.27 4.16 31.37 18.13 6.10 25.85 23311 1162.47 571.34 117.21 12.58 88.42 141.32 15.18 1197.17 123.55 138.48 267.11 168.81 847.03 2987.07 16.45 14.69 991.63 198.82 17.65 116.72 60.96 38.98 155.88 30735 0.37 999.00 999.00 999.00 999.00 0.17
56 2181603 249187 168243 319 4 15.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 281.12 71.13 4.83 0.00 9.06 29.06 0.19 328.67 15.74 16.50 45.49 42.04 293.25 780.00 0.01 0.01 682.68 201.27 3.86 29.49 17.35 6.30 24.33 22490 1135.65 564.30 120.86 11.42 86.30 142.98 15.07 1151.51 123.27 137.78 255.48 164.25 807.84 2884.49 14.91 13.32 991.83 198.82 17.04 114.68 60.64 38.77 149.60 30389 0.34 999.00 999.00 999.00 999.00 0.18
57 2182750 247943 306405 319 7 25.00 0.00 0.00 0.00 0.00 14.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 16.00 0.00 0.00 0.00 0.00 465.58 184.87 7.97 0.00 27.65 24.80 0.82 272.24 33.44 17.71 20.28 30.95 330.56 758.45 0.00 0.00 609.90 206.04 5.09 38.94 15.26 16.41 14.11 23876 1485.36 728.81 166.08 0.00 126.61 123.68 16.77 992.14 119.17 116.19 197.29 156.16 754.56 2602.57 3.12 2.66 713.61 220.61 18.62 120.13 64.38 46.34 147.73 32186 0.12 999.00 999.00 999.00 999.00 0.24
58 2184992 261038 103956 288 2 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 178.26 11.61 47.49 0.38 13.25 11.09 40.29 12.90 147.36 45.93 38.41 18.50 8.41 336.14 9.41 8.96 2246.40 109.47 4.25 18.72 5.08 9.18 26.24 30539 911.84 198.25 342.01 141.44 135.29 72.33 176.68 205.32 2187.73 278.50 131.80 137.93 71.13 3396.73 331.47 320.82 2183.54 122.71 15.02 78.25 42.00 39.99 120.86 28387 0.19 999.00 999.00 999.00 999.00 0.13
59 2184011 263547 2804167 754 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 24.00 3.00 37.00 120.00 10.00 0.00 194.00 0.00 0.00 0.00 0.00 24.29 0.19 7.41 2.82 2.07 148.28 2.21 486.95 251.55 165.92 120.98 16.91 0.98 1195.84 30.66 29.88 2249.69 118.44 0.10 4.65 0.90 2.89 48.84 27718 311.78 32.72 186.93 380.98 97.60 223.85 91.89 750.88 2620.37 425.82 159.93 86.38 37.54 4494.26 633.63 614.38 2043.08 139.12 3.86 33.82 14.07 16.80 160.03 28097 0.01 999.00 999.00 999.00 999.00 0.08
60 2185121 260526 266075 288 8 31.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 221.42 22.26 89.77 0.76 24.91 19.70 71.52 16.51 247.15 60.60 63.58 27.94 12.36 544.28 18.63 17.75 2246.48 109.49 5.19 23.67 7.76 12.95 32.90 29681 1074.67 262.47 449.26 198.76 177.05 92.76 222.52 233.91 2834.56 343.79 158.03 167.82 87.66 4318.10 456.87 442.30 2181.94 123.00 17.11 91.20 52.01 47.51 136.07 28216 0.10 999.00 999.00 999.00 999.00 0.11
61 2179756 259064 97214 293 1 9.00 0.00 0.00 0.00 0.00 0.00 0.00 10.00 4.00 106.00 0.00 0.00 0.00 120.00 0.00 0.00 0.00 0.00 360.15 143.17 126.03 3234.76 447.33 58.18 168.98 85.26 874.13 379.69 62.41 87.18 65.91 2229.06 213.53 200.32 1885.35 160.81 4.96 25.81 23.82 16.96 14.17 20358 1117.84 441.51 668.85 8964.03 1316.73 531.15 772.48 877.99 5486.67 2138.40 273.79 441.86 302.77 12141.83 2016.28 1905.60 1579.41 178.05 20.86 97.67 79.47 67.66 88.84 25466 0.04 999.00 999.00 999.00 999.00 0.24
62 2180575 258986 205267 290 7 16.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 14.00 2.00 15.00 3.00 0.00 34.00 0.00 0.00 0.00 0.00 328.27 86.06 147.45 1773.29 262.66 42.89 117.22 56.29 1417.84 316.46 60.84 69.31 52.54 2396.05 342.76 325.11 2083.08 136.96 4.55 25.57 20.99 13.13 18.13 19677 1035.16 379.57 710.62 7156.50 1090.18 436.55 657.84 712.46 6709.79 1732.33 250.52 381.98 272.59 12244.25 2113.14 2014.62 1777.31 160.71 20.43 94.80 73.38 61.41 94.34 25384 0.07 999.00 999.00 999.00 999.00 0.13
63 2180077 257830 249480 296 5 11.00 0.00 0.00 0.00 0.00 7.00 0.00 0.00 7.00 5.00 0.00 0.00 0.00 19.00 0.00 0.00 0.00 0.00 268.99 80.28 21.84 571.85 89.71 38.75 256.92 186.75 322.21 284.81 55.96 80.61 207.99 1523.72 99.86 84.66 1547.53 161.41 5.94 20.14 19.54 20.30 11.72 25903 1053.16 398.39 368.32 4548.03 712.62 494.13 652.91 1333.85 3450.44 1755.77 287.53 390.17 398.01 9475.42 1632.30 1511.50 1395.47 184.77 20.13 96.70 72.58 71.28 77.86 28189 0.01 999.00 999.00 999.00 999.00 0.17
64 2179830 257172 85511 263 2 0.00 0.00 0.00 0.00 0.00 0.00 14.00 0.00 0.00 15.00 0.00 0.00 0.00 29.00 0.00 0.00 0.00 0.00 195.50 43.90 10.14 250.29 42.00 30.09 250.60 214.94 288.02 234.17 52.81 55.20 207.95 1375.79 90.99 76.25 1618.90 147.45 5.74 16.78 16.63 18.47 14.21 27470 1005.35 363.01 289.39 3189.69 525.53 435.09 567.50 1416.93 3367.90 1475.66 293.82 361.41 417.59 8861.42 1519.82 1403.52 1442.92 177.25 20.25 98.84 69.71 70.88 81.39 28831 0.01 999.00 999.00 999.00 999.00 0.06
65 2181304 259384 425845 285 7 44.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 281.50 40.67 132.61 567.36 115.33 47.07 68.78 32.24 3713.88 220.31 46.72 54.29 52.12 4350.73 886.52 848.87 2246.06 111.34 4.40 26.40 18.36 12.40 25.44 20704 981.55 321.40 715.80 4533.08 768.73 358.91 505.72 558.29 9554.96 1296.46 232.91 333.99 262.91 13872.88 2545.17 2457.33 2028.54 136.64 20.88 97.35 67.74 57.20 109.68 25847 0.16 999.00 999.00 999.00 999.00 0.02
66 2184251 257348 151259 723 9 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 406.19 84.59 147.07 17.98 47.17 34.13 84.69 50.81 353.55 269.47 58.59 125.61 63.67 1087.69 11.10 10.55 2227.17 110.86 4.71 28.00 35.53 15.58 17.27 23543 1531.84 529.49 681.65 939.57 342.61 130.33 286.64 301.12 3047.83 662.26 201.03 302.02 213.67 5487.51 403.02 386.81 2013.67 135.27 20.72 116.53 109.53 63.54 114.44 28961 0.06 999.00 999.00 999.00 999.00 0.21
67 2194330 260070 327191 336 9 15.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 233.34 0.13 0.11 0.00 1.53 4.14 0.18 29.01 6.09 4.59 4.05 4.89 0.44 54.93 0.00 0.00 0.00 0.00 3.17 25.44 5.16 4.03 117.10 48980 898.95 25.43 24.75 0.00 35.52 23.24 3.98 79.22 122.56 24.18 24.07 39.90 14.21 366.87 0.00 0.00 0.00 0.00 14.78 85.67 17.49 27.08 435.19 48656 0.36 999.00 999.00 999.00 999.00 0.01
68 2193278 257143 285428 337 5 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 172.23 0.25 1.54 0.00 2.28 2.41 0.16 3.18 4.92 5.95 1.12 2.50 5.21 27.72 0.00 0.00 0.00 0.00 2.07 18.60 2.44 2.47 92.16 46169 982.63 30.97 108.62 0.00 43.07 22.60 7.27 36.73 243.85 41.71 27.34 39.16 36.57 498.29 0.00 0.00 0.00 0.00 13.43 88.21 16.37 22.50 397.60 46091 0.47 999.00 999.00 999.00 999.00 0.00
69 2213672 275236 219746 887 4 10.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 219.47 127.56 3.16 0.00 26.03 50.17 0.50 16.19 88.71 32.06 33.98 15.94 3.25 266.84 0.00 0.00 0.00 0.00 2.92 21.30 1.30 1.81 88.20 40413 1005.24 321.15 19.26 0.00 73.09 193.27 14.03 88.24 233.17 235.84 160.34 74.69 41.75 1114.42 0.00 0.00 0.00 0.00 16.99 64.58 7.37 4.95 354.76 39133 0.10 999.00 999.00 999.00 999.00 0.00
70 2213722 259370 4722782 866 6 39.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 7.00 0.00 11.00 0.00 0.00 0.00 0.00 136.04 0.02 4.91 0.00 2.11 7.21 6.23 7.37 35.75 14.33 14.32 14.83 0.53 102.68 0.00 0.00 0.00 0.00 2.59 7.55 1.02 1.24 61.14 48177 512.58 8.82 21.76 1.80 16.29 147.16 14.05 77.60 191.30 246.10 172.63 92.99 11.28 969.38 0.00 0.00 0.00 0.00 11.27 35.73 4.31 7.97 224.59 42003 0.45 999.00 999.00 999.00 999.00 0.00
71 2214521 261460 2364643 865 6 48.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 14.00 0.00 0.00 0.00 14.00 0.00 0.00 0.00 0.00 496.51 0.01 0.28 1.41 4.01 1.88 0.06 192.55 96.00 174.67 4.58 16.27 0.76 490.79 0.00 0.00 0.00 0.00 3.09 17.26 1.75 1.44 72.63 42899 799.88 5.63 10.60 50.80 31.64 77.96 4.00 522.04 319.38 555.98 159.80 113.93 14.85 1799.59 0.00 0.00 0.00 0.00 10.55 44.74 7.22 5.46 299.48 43892 0.22 999.00 999.00 999.00 999.00 0.08
72 2191401 262608 314017 334 3 6.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 342.26 13.57 0.62 0.00 77.59 8.45 2.00 15.01 54.49 5.19 5.98 19.00 4.79 192.49 0.00 0.00 2220.88 115.88 3.17 27.46 14.10 20.54 97.05 35545 1388.90 187.51 45.93 0.00 195.73 39.20 14.16 222.44 930.58 57.21 44.00 86.31 46.61 1636.25 4.47 4.34 2238.55 121.00 13.82 104.01 41.72 53.98 378.25 39319 0.07 999.00 999.00 999.00 999.00 0.00
73 2197604 276800 268524 341 9 8.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 36.06 0.00 0.00 0.00 0.17 0.05 0.00 0.38 0.05 3.15 0.10 0.01 0.02 3.92 0.00 0.00 0.00 0.00 2.74 2.18 2.00 0.01 96.85 50785 136.25 2.04 0.00 0.00 1.76 3.18 0.00 7.22 4.56 8.89 2.10 1.54 1.72 30.98 0.00 0.00 0.00 0.00 5.70 7.53 2.33 0.50 190.90 49756 1.26 999.00 999.00 999.00 999.00 0.00
74 2212491 271942 2345161 888 1 0.00 0.00 0.00 0.00 0.00 0.00 0.00 85.00 7.00 308.00 205.00 51.00 3.00 659.00 0.00 0.00 0.00 0.00 40.84 0.04 0.06 0.00 0.15 0.42 54.62 174.38 14.21 658.89 250.91 53.92 33.53 1241.03 0.00 0.00 0.00 0.00 1.49 5.17 0.66 0.01 35.28 26886 422.84 9.22 3.52 0.00 5.08 27.55 125.70 431.30 59.01 1030.96 345.81 81.53 109.98 2216.90 0.00 0.00 0.00 0.00 7.01 33.05 6.07 0.82 203.65 31959 1.27 999.00 999.00 999.00 999.00 0.03
75 2211855 273707 316153 442 4 19.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 280.43 6.23 8.23 0.00 6.03 48.71 5.23 22.45 22.62 82.92 30.77 16.05 8.14 242.93 0.00 0.00 0.00 0.00 4.74 23.11 3.64 0.96 115.23 32850 1161.31 96.42 28.26 0.00 35.93 214.13 51.29 260.45 156.67 552.82 243.10 90.85 82.08 1687.32 0.00 0.00 0.00 0.00 17.86 79.30 11.69 5.20 432.12 35070 0.45 999.00 999.00 999.00 999.00 0.01
76 2215539 273714 508975 440 8 23.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 140.59 9.12 0.03 0.00 2.24 0.74 0.80 1.79 3.89 7.60 1.99 1.59 0.42 21.05 0.00 0.00 0.00 0.00 3.49 17.18 1.30 0.03 87.05 37716 693.41 111.32 3.07 0.00 24.54 30.82 26.57 64.57 53.11 135.21 56.93 26.52 17.06 435.33 0.00 0.00 0.00 0.00 13.76 49.31 7.23 0.86 317.13 39794 0.87 999.00 999.00 999.00 999.00 0.01
77 2222890 270748 3963337 743 5 0.00 0.00 0.00 0.00 0.00 0.00 26.00 399.00 0.00 0.00 0.00 0.00 0.00 425.00 0.00 0.00 0.00 0.00 0.24 0.03 0.18 0.00 0.03 0.00 35.29 789.65 0.19 0.29 1.91 0.32 0.08 827.77 0.00 0.00 0.00 0.00 1.17 2.46 1.80 1.93 102.13 51969 32.15 11.88 27.75 0.00 5.56 1.41 116.95 1702.76 9.71 14.15 25.76 5.64 4.65 1886.59 0.00 0.00 0.00 0.00 2.89 13.74 4.80 3.67 341.51 52788 0.27 999.00 999.00 999.00 999.00 0.00
78 2216049 276313 479705 374 1 25.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 209.42 13.23 0.05 0.00 3.07 0.82 0.08 0.54 4.05 6.05 2.99 3.12 0.17 20.89 0.00 0.00 0.00 0.00 4.56 13.71 0.70 0.05 72.86 45305 597.87 130.77 2.95 0.00 28.38 31.47 8.89 25.10 50.71 70.96 39.07 22.29 8.91 285.79 0.00 0.00 0.00 0.00 13.64 40.97 4.85 0.93 271.30 43317 0.81 999.00 999.00 999.00 999.00 0.00
79 2171920 275445 4462892 382 9 122.00 0.00 0.00 0.00 0.00 0.00 0.00 19.00 0.00 0.00 40.00 4.00 50.00 113.00 0.00 0.00 0.00 0.00 259.97 0.00 0.05 0.00 0.02 14.43 0.00 21.09 1.16 5.80 52.61 6.62 50.17 151.89 0.00 0.00 999.55 299.86 2.90 6.87 0.11 0.00 63.30 45249 504.47 1.11 16.15 0.00 5.07 76.70 1.26 50.30 8.40 68.95 101.18 26.96 63.79 402.60 0.02 0.02 1000.00 300.00 8.76 26.03 1.90 0.14 225.10 45611 1.84 999.00 999.00 999.00 999.00 0.01
80 2186554 255696 80776 324 0 5.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 574.04 181.23 242.61 0.64 81.50 18.54 27.72 51.19 928.81 76.67 57.81 61.95 77.86 1382.05 0.20 0.19 2159.55 114.35 1.49 26.78 47.11 30.43 8.06 25004 1931.99 801.57 967.60 182.33 398.13 87.40 156.90 239.65 3193.92 351.06 158.58 226.79 163.22 4975.66 62.88 59.59 1860.61 144.89 12.72 127.23 132.46 73.86 119.58 32034 0.03 999.00 999.00 999.00 999.00 0.38
81 2184152 257122 73285 317 5 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 11.00 3.00 0.00 0.00 15.00 0.00 0.00 0.00 0.00 451.71 103.76 133.86 26.10 45.15 34.08 65.37 57.02 297.16 286.97 55.89 122.51 72.50 1036.65 7.71 7.28 2193.74 112.51 4.44 28.93 39.98 16.74 17.14 24950 1585.99 556.70 675.79 1123.52 367.21 135.37 277.15 334.98 2665.71 717.30 201.63 307.58 236.92 5243.85 360.14 343.75 1925.96 141.84 20.43 120.49 115.23 64.79 116.29 29592 0.01 999.00 999.00 999.00 999.00 0.27
